Código Subclassificação	Nome Subclassificação	Código Classificação
55926	2833.2160 Partes e peças para máquinas e aparelhos para agricultura, horticultura, silvicultura, avicultura ou apicultura	1264
55927	2833.2170 Partes e peças para máquinas para colheita, debulha, etc.	1264
55928	2833.2180 Partes e peças para máquinas para limpeza, seleção, etc., de grãos	1264
55929	2833.2190 Partes e peças para semeadores, adubadores, arados e outras máquinas agrícolas para preparar o solo	1264
55930	2833.2200 Reboques e semirreboques autocarregáveis, etc., para uso agrícola	1264
55931	2833.2210 Semeadores, plantadeiras ou adubadores	1264
55932	2833.9010 Serviços de instalação e montagem de máquinas e equipamentos para agricultura e pecuária, n.e., quando executados pela unidade fabricante	1264
55933	2833.9020 Serviço de produção de máquinas e equipamentos para agricultura e pecuária, inclusive peças e serviços industriais relacionados	1264
55934	2840 Fabricação de máquinas-ferramenta	1264
55935	2840.2010 Centros de usinagem para trabalhar metais	1264
55936	2840.2020 Dispositivos divisores para máquinas-ferramenta	1264
55937	2840.2030 Ferramentas hidráulicas de motor não elétrico, de uso manual (serras de corrente, máquinas pneumáticas)	1264
55938	2840.2040 Ferros e pistolas para solda	1264
55939	2840.2050 Mandriladoras-fresadoras de metais	1264
55940	"2840.2060 Máquinas-ferramenta a ""laser""; exceto para soldar"	1264
55941	2840.2070 Máquinas-ferramenta a eletroerosão	1264
55942	2840.2080 Máquinas-ferramenta a ultrassom	1264
55943	2840.2090 Máquinas-ferramentas operando por processos eletroquímicos, por feixes de elétrons, iônicos ou por jato de plasma; máquinas de corte a jato de água.	1264
55944	2840.2100 Máquinas-ferramenta para trabalhar metais, com eliminação de material (para abrir roscas, ou trabalhar arames e fio, etc.)	1264
55945	2840.2110 Máquinas-ferramenta para afiar, rebarbar, brunir, polir ou para outros acabamentos em metais	1264
55946	2840.2120 Máquinas-ferramenta (incluídas as prensas) para forjar, estampar ou embutir metais	1264
55947	2840.2130 Máquinas-ferramenta para aplainar, cortar ou acabar engrenagens e outras que trabalhem por eliminação de metal	1264
55948	2840.2140 Máquinas-ferramenta para furar	1264
55949	2840.2160 Máquinas-ferramenta para moldar baquelite à quente	1264
55950	2840.2170 Máquinas-ferramenta para puncionar ou chanfrar, enrolar, arquear, cisalhar	1264
55951	2840.2180 Máquinas-ferramenta para retífica	1264
55952	2840.2190 Máquinas-ferramenta para serrar, polir, esmerilhar ou fresar pedra, cerâmicos, concreto, etc.; inclusive para trabalhar à frio em vidro	1264
55953	2840.2200 Máquinas-ferramenta para trabalhar madeira e cortiça	1264
55954	2840.2210 Máquinas-ferramenta para trabalhar metais, sem eliminação de material (para abrir roscas, trabalhar arames e fio, etc.)	1264
55955	2840.2215 Máquinas-ferramentas que operem por feixes (fótons, elétrons ou iônicos), por ultrassom, por eletroerosão, por processos eletroquímicos ou por jato de plasma, exceto a “laser”; máquinas de corte a jato de água	1264
55956	2840.2220 Máquinas de sistema monostático; máquinas de estações múltiplas para trabalhar metais	1264
55957	2840.2230 Máquinas para solda a ponto	1264
55958	2840.2240 Máquinas para solda elétrica ou por outros processos (reação exotérmica, arco ou plasma), inclusive robôs para soldar	1264
55959	"2840.2250 Máquinas para soldar a ""laser"""	1264
55960	2840.2260 Máquinas para soldar por fricção; máquinas e aparelhos a gás, para têmpera superficial, inclusive maçarico de uso manual	1264
55961	2840.2270 Máquinas portáteis para furar, serrar, cortar ou aparafusar, inclusive ferramentas elétricas manuais	1264
55962	2840.2280 Partes e peças de ferramentas hidráulicas de motor não elétrico, de uso manual	1264
55963	2840.2290 Partes e peças para máquinas para soldar	1264
55964	2840.2300 Partes e peças para máquinas portáteis para furar, serrar, cortar e aparafusar	1264
55965	2840.2310 Partes e peças para serras de corrente, de uso manual	1264
55966	2840.2320 Partes, peças e acessórios para máquinas-ferramenta para trabalhar metais	1264
55967	2840.2330 Partes, peças e acessórios para máquinas-ferramenta, exceto para trabalhar metais	1264
55968	2840.2340 Porta-ferramentas ou porta-pinças	1264
55969	2840.2350 Prensas hidráulicas	1264
55970	2840.2360 Prensas para extrusão; prensas para moldagem de pó metálico por sinterização	1264
55971	2840.2370 Tornos	1264
55972	2840.9010 Serviços de instalação e montagem de máquinas-ferramenta, quando executados pela unidade fabricante	1264
55973	2840.9020 Serviço de produção de máquinas-ferramenta, inclusive peças e serviços industriais relacionados	1264
55974	2840.9030 Serviços de produção de ferramentas manuais com motor	1264
55975	2851 Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo	1264
55976	2851.2008 Árvores de natal molhadas para oleodutos (pipe-lines)	1264
55977	2851.2010 Brocas para perfuração ou sondagem para poços de petróleo e gás	1264
55978	2851.2020 Máquinas para perfuração e sondagem, usadas na prospecção de petróleo	1264
55979	2851.2030 Peças ou acessórios para máquinas para perfuração ou sondagem, usadas na prospecção de petróleo	1264
55980	2851.9010 Serviços de instalação e montagem de máquinas e equipamentos para a indústria de prospecção e extração de petróleo, quando executados pela unidade fabricante	1264
55981	2851.9020 Serviço de produção de máquinas e equipamentos para a indústria de prospecção e extração de petróleo, inclusive peças e serviços industriais relacionados	1264
55982	2852 Fabricação de outras máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo	1264
55983	2852.2010 Aparelhos elevadores ou transportadores, de ação contínua, especialmente concebidos para uso subterrâneo	1264
55984	2852.2020 Máquinas e equipamentos para selecionar, peneirar, lavar, etc., substâncias minerais sólidas	1264
55985	2852.2030 Máquinas para aglomerar, formar ou moldar minerais sólidos, etc.	1264
55986	2852.2040 Máquinas para perfuração e sondagem, usadas na extração de minérios; cortadores de carvão ou rocha, autopropulsores	1264
55987	2852.2050 Máquinas e aparelhos para esmagar, moer ou pulverizar substâncias minerais sólidas	1264
55988	2852.2060 Máquinas para misturar ou amassar substâncias minerais sólidas, n.e.	1264
55989	2852.2070 Partes e peças para aparelhos elevadores ou transportadores, de ação contínua, especialmente concebidos para uso subterrâneo	1264
55990	2852.2080 Partes e peças para máquinas ou aparelhos para selecionar, etc., substâncias minerais sólidas	1264
55991	2852.2090 Partes e peças para máquinas de perfuração e sondagem	1264
55992	2852.9010 Serviços de instalação e montagem de máquinas e equipamentos para a extração mineral, quando executados pela unidade fabricante; exceto extração de petróleo	1264
55993	2852.9020 Serviço de produção de máquinas e equipamentos para extração mineral, inclusive peças e serviços industriais relacionados; exceto para extração de petróleo	1264
55994	2853 Fabricação de tratores, exceto agrícolas	1264
55995	2853.2010 Peças e acessórios para tratores, exceto agrícolas	1264
55996	2853.2020 Tratores de lagartas (esteiras) ou mistos (esteiras e rodas) e outros tipos de tratores para puxar semirreboques em curtas distâncias (p.ex. tratores de terminais, tratores portuários, etc.); exceto para uso agrícola e terraplenagem	1264
55997	2853.9010 Serviço de produção de tratores, inclusive peças, exceto tratores agrícolas e serviços industriais relacionados	1264
55998	2854 Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, exceto tratores	1264
55999	2854.2010 Bate-estacas e arranca-estacas	1264
56000	2854.2020 Betoneiras e máquinas para amassar cimento	1264
56001	"2854.2030 Bulldozers e ""angledozers"", inclusive tratores de esteiras para terraplenagem"	1264
56002	2854.2040 Carregadoras-transportadoras	1264
56003	2854.2045 Carrocerias para dumpers (trator transportador)	1264
56004	2854.2050 Compactadores e rolos ou cilindros compressores, autopropulsores	1264
56005	2854.2065 Dumpers para utilização fora-de-estrada	1264
56006	2854.2070 Escavadeiras	1264
56007	2854.2080 Máquinas e equipamentos de comprimir ou compactar terra, etc., exceto autopropulsoras (escavo-carregadoras, raspo-transportadores)	1264
56008	2854.2090 Máquinas e aparelhos automotrizes para espalhar e calcar pavimentos betuminosos	1264
56009	2854.2100 Máquinas para misturar matérias com betume	1264
56010	2854.2110 Motoniveladores	1264
56011	2854.2140 Máquinas e aparelhos para construção civil, limpeza urbana, etc., n.e.	1264
56012	2854.2145 Partes e peças para máquinas e aparelhos de terraplenagem (p. ex. Caçambas para máquinas de terraplenagem)	1264
56013	2854.2150 Partes e peças para máquinas e aparelhos para obras públicas, construção civil, etc.	1264
56014	2854.2155 Raspo-transportadores (scrapers) e outras máquinas de terraplenagem, n.e.; exceto retroescavadeiras	1264
56015	2854.2170 Retroescavadeiras	1264
56016	2854.9010 Serviços de instalação e montagem de máquinas e equipamentos de terraplenagem, pavimentação ou construção, quando executados pela unidade fabricante	1264
56017	2854.9020 Serviço de produção de máquinas e equipamentos de terraplenagem, pavimentação e construção, inclusive peças e serviços industriais relacionados	1264
56018	2861 Fabricação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta	1264
56019	2861.2010 Cilindros de laminadores	1264
56020	2861.2020 Laminadores de metais	1264
56021	2861.2030 Lingoteiras e cadinhos ou colheres para fundição; conversores para fundição, metalurgia ou aciaria	1264
56022	2861.2040 Máquinas para vazar sob pressão ou centrifugação	1264
56023	2861.2050 Partes e peças para laminadores de metais, exceto cilindros	1264
56024	2861.2060 Partes e peças para máquinas de vazar, para metalurgia, aciaria e fundição	1264
56025	2861.9010 Serviços de instalação e montagem de máquinas e equipamentos para a indústria metalúrgica, quando executados pela unidade fabricante; exceto máquinas-ferramenta	1264
56026	2861.9020 Serviço de produção de máquinas para a indústria metalúrgica, inclusive peças e serviços industriais relacionados; exceto máquinas-ferramenta	1264
56027	2862 Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo	1264
56028	2862.2010 Aparelhos e dispositivos para preparação de bebidas quentes ou para cozimento ou aquecimento de alimentos que impliquem mudança de temperatura para pasteurização, destilação, esterilização, etc. (p. ex. autoclaves e estufas elétricas)	1264
56029	2862.2020 Desnatadeiras centrífugas	1264
56030	2862.2030 Fornos industriais, inclusive os fogões industriais não elétricos para padarias, pastelarias ou indústrias de biscoitos	1264
56031	2862.2040 Fornos para defumação	1264
56032	2862.2050 Máquinas e aparelhos para extração ou preparação de óleos ou gorduras vegetais ou animais	1264
56033	2862.2060 Máquinas para fabricação de vinho, sidra, suco de frutas ou bebidas semelhantes	1264
56034	2862.2070 Máquinas para indústria cervejeira	1264
56035	2862.2080 Máquinas para indústria de açúcar	1264
56036	2862.2090 Máquinas para indústria de confeitaria, cacau ou de chocolate	1264
56037	2862.2100 Máquinas para indústria de panificação, pastelaria, etc.	1264
56038	2862.2110 Máquinas para o preparo de frutas ou produtos hortícolas	1264
56039	2862.2120 Máquinas e aparelhos para preparação de carnes (p. ex. embutidora de linguiça, fatiador de carnes e derivados de uso industrial, máquinas para serrar carcaças de animais, moedor de carnes de uso industrial)	1264
56040	2862.2130 Máquinas para tratamento do leite	1264
56041	2862.2140 Máquinas para moagem, trituração ou tratamento de cereais ou grãos, n.e., para uso industrial e comercial	1264
56042	2862.2150 Máquinas para preparação ou fabricação industrial de alimentos ou de bebidas, n.e	1264
56043	2862.2160 Máquinas para preparar ou transformar o fumo	1264
56044	2862.2170 Partes e peças para aparelhos e dispositivos para tratamento de matérias que impliquem mudança de temperatura (torrefação, pasteurização, destilação, etc.), para as indústrias de alimentos, bebidas e fumo	1264
56045	2862.2180 Partes e peças para máquinas para fabricação de vinho, sidra e suco de frutas ou bebidas semelhantes	1264
56046	2862.2190 Partes e peças para máquinas para preparar ou transformar o fumo	1264
56047	2862.2200 Partes e peças para máquinas de ordenhar e para indústria de laticínios	1264
56048	2862.2210 Partes e peças para outras máquinas para preparação e fabricação industrial de alimentos	1264
56049	2862.2220 Secadores para produtos agrícolas	1264
56050	2862.2230 Torrefadores constituídos por recipientes rotativos, cilíndricos ou esféricos, para tratamento térmico de grãos (p. ex. café, cacau, cereais, nozes, etc.)	1264
