Código Variável	Nome Variável
6508	Pessoas com deficiência visual com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6509	Coeficiente de variação - Pessoas com deficiência visual com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais (%) - casas decimais:  padrão = 1, máximo = 1
6510	Percentual de pessoas com deficiência visual com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais (%) - casas decimais:  padrão = 1, máximo = 1
6511	Percentual de pessoas com deficiência visual com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
6512	Percentual de pessoas com deficiência visual com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
6513	Coeficiente de variação - Percentual de pessoas com deficiência visual com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais (%) - casas decimais:  padrão = 1, máximo = 1
6514	Pessoas com deficiência visual com pouca ou nenhuma limitação das atividades habituais (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6515	Pessoas com deficiência visual com pouca ou nenhuma limitação das atividades habituais, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6516	Pessoas com deficiência visual com pouca ou nenhuma limitação das atividades habituais, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6517	Coeficiente de variação - Pessoas com deficiência visual com pouca ou nenhuma limitação das atividades habituais (%) - casas decimais:  padrão = 1, máximo = 1
6518	Percentual de pessoas com deficiência visual com pouca ou nenhuma limitação das atividades habituais (%) - casas decimais:  padrão = 1, máximo = 1
6519	Percentual de pessoas com deficiência visual com pouca ou nenhuma limitação das atividades habituais, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
6520	Percentual de pessoas com deficiência visual com pouca ou nenhuma limitação das atividades habituais, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
6521	Coeficiente de variação - Percentual de pessoas com deficiência visual com pouca ou nenhuma limitação das atividades habituais (%) - casas decimais:  padrão = 1, máximo = 1
6522	Pessoas com deficiência visual que frequentam algum serviço de reabilitação (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6523	Pessoas com deficiência visual que frequentam algum serviço de reabilitação, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6524	Pessoas com deficiência visual que frequentam algum serviço de reabilitação, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6525	Coeficiente de variação - Pessoas com deficiência visual que frequentam algum serviço de reabilitação (%) - casas decimais:  padrão = 1, máximo = 1
6526	Percentual de pessoas com deficiência visual que frequentam algum serviço de reabilitação (%) - casas decimais:  padrão = 1, máximo = 1
6527	Percentual de pessoas com deficiência visual que frequentam algum serviço de reabilitação, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
6528	Percentual de pessoas com deficiência visual que frequentam algum serviço de reabilitação, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
6529	Coeficiente de variação - Percentual de pessoas com deficiência visual que frequentam algum serviço de reabilitação (%) - casas decimais:  padrão = 1, máximo = 1
6530	Rendimento médio mensal nominal das pessoas de 15 anos ou mais de idade, com rendimento (Reais) - casas decimais:  padrão = 0, máximo = 0
6531	IPP - Número-índice (dezembro de 2013 = 100) (Número-índice) - casas decimais:  padrão = 2, máximo = 2
6532	Rendimento médio mensal real das pessoas de 15 anos ou mais de idade, com rendimento (Reais) - casas decimais:  padrão = 0, máximo = 0
6533	Razão de sexo (homens/mulheres) do rendimento médio mensal real das pessoas de 15 anos ou mais de idade, com rendimento (Razão) - casas decimais:  padrão = 2, máximo = 2
6534	Razão de cor ou raça (branca/preta ou parda) do rendimento médio mensal real das pessoas de 15 anos ou mais de idade, com rendimento (Razão) - casas decimais:  padrão = 2, máximo = 2
6535	Quantidade comercializada de ingredientes ativos de agrotóxicos e afins (Toneladas) - casas decimais:  padrão = 2, máximo = 2
6536	Distribuição percentual dos agrotóxicos em linha de comercialização em relação ao total de produtos comercializados (%) - casas decimais:  padrão = 1, máximo = 1
6537	Número de focos de calor na Amazônia Legal (Unidades) - casas decimais:  padrão = 0, máximo = 0
6538	Proporção de focos de calor na Amazônia Legal em relação ao total de focos do Brasil (%) [2014 a 2016] - casas decimais:  padrão = 1, máximo = 1
6540	Índice de consumo mineral per capita (Base 2000 = 100) (Número-índice) - casas decimais:  padrão = 1, máximo = 1
6541	Coeficiente de variação - População (%) - casas decimais:  padrão = 1, máximo = 1
6542	Coeficiente de variação - Percentual da população (%) - casas decimais:  padrão = 1, máximo = 1
6543	Número de empresas que implementaram inovações de produto e/ou processo, com relações de cooperação com outras organizações, no triênio de referência (Unidades) - casas decimais:  padrão = 0, máximo = 8
6544	Número de empresas que implementaram inovações de produto e/ou processo, que receberam apoio do governo, no triênio de referência (Unidades) - casas decimais:  padrão = 0, máximo = 8
6545	Número de empresas que não implementaram inovações, sem projetos devido a fatores impeditivos, no triênio de referência (Unidades) - casas decimais:  padrão = 0, máximo = 8
6546	Número de empresas que implementaram inovações de produto e/ou processo e encontraram dificuldades ou obstáculos, no triênio de referência (Unidades) - casas decimais:  padrão = 0, máximo = 8
6547	Número de empresas que realizaram atividades em biotecnologia e/ou nanotecnologia (Unidades) - casas decimais:  padrão = 0, máximo = 8
6548	Número de focos de calor em Terras Indígenas e Unidades de Conservação federais e estaduais (Unidades) - casas decimais:  padrão = 0, máximo = 0
6549	Área total existente em 31/12 dos efetivos da silvicultura (Hectares) - casas decimais:  padrão = 0, máximo = 0
6550	Variação percentual em relação ao trimestre anterior - Pessoas de 14 anos ou mais de idade (%) [2º trimestre 2012 a 2º trimestre 2024] - casas decimais:  padrão = 1, máximo = 1
6551	Variação absoluta em relação ao trimestre anterior - Pessoas de 14 anos ou mais de idade (Mil pessoas) [2º trimestre 2012 a 2º trimestre 2024] - casas decimais:  padrão = 0, máximo = 0
6554	Média de moradores indígenas em domicílios particulares permanentes ocupados com pelo menos um morador indígena (Pessoas) - casas decimais:  padrão = 2, máximo = 2
6555	Variação percentual em relação ao mesmo trimestre do ano anterior - Pessoas de 14 anos ou mais de idade (%) [1º trimestre 2013 a 2º trimestre 2024] - casas decimais:  padrão = 1, máximo = 1
6556	Variação absoluta em relação ao mesmo trimestre do ano anterior - Pessoas de 14 anos ou mais de idade (Mil pessoas) [1º trimestre 2013 a 2º trimestre 2024] - casas decimais:  padrão = 0, máximo = 0
6559	Pessoas residentes em territórios quilombolas (Pessoas) - casas decimais:  padrão = 0, máximo = 0
6561	Taxa trimestral (em relação ao mesmo período do ano anterior) (%) - casas decimais:  padrão = 1, máximo = 1
6562	Taxa acumulada em quatro trimestres (em relação ao mesmo período do ano anterior) (%) - casas decimais:  padrão = 1, máximo = 1
6563	Taxa acumulada ao longo do ano (em relação ao mesmo período do ano anterior) (%) - casas decimais:  padrão = 1, máximo = 1
6564	Taxa trimestre contra trimestre imediatamente anterior (%) [2º trimestre 1996 a 2º trimestre 2024] - casas decimais:  padrão = 1, máximo = 1
6565	Número de filhos menores de idade de casais envolvidos em divórcios concedidos em 1ª instância (Unidades) - casas decimais:  padrão = 0, máximo = 0
6566	Número de divórcios concedidos em 1ª instância sem recursos (Unidades) - casas decimais:  padrão = 0, máximo = 0
6567	Número de filhos de casais envolvidos em divórcios concedidos em 1ª instância sem recursos (Unidades) - casas decimais:  padrão = 0, máximo = 0
6568	Índice de Gini da distribuição do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social (Índice) - casas decimais:  padrão = 6, máximo = 6
6569	Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, da grande região (%) - casas decimais:  padrão = 2, máximo = 2
6570	Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, da mesorregião geográfica (%) - casas decimais:  padrão = 2, máximo = 2
6571	Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, da microrregião geográfica (%) - casas decimais:  padrão = 2, máximo = 2
6572	Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, da unidade da federação (%) - casas decimais:  padrão = 2, máximo = 2
